学齢,教科,単元名,学年,動画番号,動画ID,動画名,字幕ファイルURL
中学,社会,世界のすがた,中１,3,2203,三大洋と六大陸,/subtitles/2203.vtt
中学,社会,世界のすがた,中１,4,2204,六大州,/subtitles/2204.vtt
中学,社会,世界のすがた,中１,5,2205,いろいろな国（面積、人口）,/subtitles/2205.vtt
中学,社会,日本の位置と領域,中１,1,2208,日本の位置,/subtitles/2208.vtt
中学,社会,日本の位置と領域,中１,2,2201,時差と日付変更線,/subtitles/2201.vtt
中学,社会,日本の位置と領域,中１,3,2202,時差を求めよう,/subtitles/2202.vtt
中学,社会,日本の位置と領域,中１,4,2209,領域と経済水域,/subtitles/2209.vtt
中学,社会,日本の位置と領域,中１,5,2210,日本の端,/subtitles/2210.vtt
中学,社会,日本の位置と領域,中１,6,3888,日本の領土問題,/subtitles/3888.vtt
中学,社会,世界の気候と人々の生活,中１,1,4085,世界の気候区分,/subtitles/4085.vtt
中学,社会,世界の気候と人々の生活,中１,2,4084,寒帯,/subtitles/4084.vtt
中学,社会,世界の気候と人々の生活,中１,3,4109,乾燥帯,/subtitles/4109.vtt
中学,社会,世界の気候と人々の生活,中１,4,4111,冷帯,/subtitles/4111.vtt
中学,社会,世界の気候と人々の生活,中１,5,4083,温帯,/subtitles/4083.vtt
中学,社会,世界の気候と人々の生活,中１,6,4112,熱帯,/subtitles/4112.vtt
中学,社会,世界の気候と人々の生活,中１,7,2387,世界の衣,/subtitles/2387.vtt
中学,社会,世界の気候と人々の生活,中１,8,2388,世界の食,/subtitles/2388.vtt
中学,社会,世界の気候と人々の生活,中１,9,2391,世界の宗教,/subtitles/2391.vtt
中学,社会,アジア州,中１,1,4092,アジアの地域,/subtitles/4092.vtt
中学,社会,アジア州,中１,2,4091,アジアの地形と気候,/subtitles/4091.vtt
中学,社会,アジア州,中１,3,4090,東アジアと中国,/subtitles/4090.vtt
中学,社会,アジア州,中１,4,4089,中国の産業,/subtitles/4089.vtt
中学,社会,アジア州,中１,5,4088,東南アジア,/subtitles/4088.vtt
