学齢,教科,単元名,学年,動画番号,動画ID,動画名,字幕ファイルURL
小学,算数(さんすう),データの調べ方,小６,1,4557,ドットプロット,/subtitles/4557.vtt
小学,算数(さんすう),データの調べ方,小６,2,4558,最頻値、中央値、平均値,/subtitles/4558.vtt
小学,算数(さんすう),データの調べ方,小６,3,4559,度数分布表,/subtitles/4559.vtt
小学,算数(さんすう),データの調べ方,小６,4,4560,ヒストグラム（柱状グラフ）,/subtitles/4560.vtt
小学,算数(さんすう),比例と反比例,小６,1,3356,比例,/subtitles/3356.vtt
小学,算数(さんすう),比例と反比例,小６,2,3355,比例の関係を見つける,/subtitles/3355.vtt
小学,算数(さんすう),比例と反比例,小６,3,3354,比例の関係ときまった数（定数）,/subtitles/3354.vtt
小学,算数(さんすう),比例と反比例,小６,4,3353,比例の式,/subtitles/3353.vtt
小学,算数(さんすう),比例と反比例,小６,5,3352,比例の式：練習,/subtitles/3352.vtt
小学,算数(さんすう),比例と反比例,小６,6,3351,比例のグラフ,/subtitles/3351.vtt
小学,算数(さんすう),比例と反比例,小６,7,3350,比例のグラフ：練習（時間と道のり）,/subtitles/3350.vtt
小学,算数(さんすう),比例と反比例,小６,8,3349,反比例,/subtitles/3349.vtt
小学,算数(さんすう),比例と反比例,小６,9,3358,反比例の式,/subtitles/3358.vtt
小学,算数(さんすう),比例と反比例,小６,10,3357,反比例のグラフ,/subtitles/3357.vtt
小学,算数(さんすう),場合の数,小６,1,3369,場合の数：じゃんけん,/subtitles/3369.vtt
小学,算数(さんすう),場合の数,小６,2,3364,場合の数：組み合わせをえらぶ①,/subtitles/3364.vtt
小学,算数(さんすう),場合の数,小６,3,3365,場合の数：組み合わせをえらぶ②,/subtitles/3365.vtt
小学,算数(さんすう),場合の数,小６,4,3366,場合の数：順番をきめる①,/subtitles/3366.vtt
小学,算数(さんすう),場合の数,小６,5,3367,場合の数：順番をきめる②（１０円玉の表裏）,/subtitles/3367.vtt
小学,算数(さんすう),場合の数,小６,6,3368,場合の数：順番をきめる③（整数をつくる）,/subtitles/3368.vtt
小学,社会,世界と日本の国土,小５,1,4230,世界のすがた（三大洋と六大陸）,/subtitles/4230.vtt
小学,社会,世界と日本の国土,小５,2,4231,緯度と経度,/subtitles/4231.vtt
小学,社会,世界と日本の国土,小５,3,4232,面積や人口の大きな国,/subtitles/4232.vtt
小学,社会,世界と日本の国土,小５,4,4233,いろいろな国旗,/subtitles/4233.vtt
小学,社会,世界と日本の国土,小５,5,4234,日本の位置,/subtitles/4234.vtt
小学,社会,世界と日本の国土,小５,6,4235,日本のはんい,/subtitles/4235.vtt
小学,社会,世界と日本の国土,小５,7,4236,領土をめぐる問題,/subtitles/4236.vtt
小学,社会,日本の地形と気候,小５,1,4237,日本の国土,/subtitles/4237.vtt
小学,社会,日本の地形と気候,小５,2,4238,日本の地形,/subtitles/4238.vtt
小学,社会,日本の地形と気候,小５,3,4241,海と海流,/subtitles/4241.vtt
小学,社会,日本の地形と気候,小５,4,4239,日本の気候の特ちょう,/subtitles/4239.vtt
小学,社会,日本の地形と気候,小５,5,4240,季節風,/subtitles/4240.vtt
小学,社会,日本の地形と気候,小５,6,4242,日本の気候区分①,/subtitles/4242.vtt
小学,社会,日本の地形と気候,小５,7,4243,日本の気候区分②,/subtitles/4243.vtt
小学,社会,様々な土地のくらし,小５,1,4244,あたたかい地域のくらし①（沖縄県）,/subtitles/4244.vtt
小学,社会,様々な土地のくらし,小５,2,4245,あたたかい地域のくらし②（沖縄県）,/subtitles/4245.vtt
小学,社会,様々な土地のくらし,小５,3,4246,寒い地域のくらし①（北海道）,/subtitles/4246.vtt
小学,社会,様々な土地のくらし,小５,4,4247,寒い地域のくらし②（北海道）,/subtitles/4247.vtt
小学,社会,様々な土地のくらし,小５,5,4249,低い土地（岐阜県海津市、輪中）のくらし,/subtitles/4249.vtt
小学,社会,様々な土地のくらし,小５,6,4248,高い土地（群馬県嬬恋村）のくらし,/subtitles/4248.vtt
小学,社会,日本の食料生産①,小５,1,4262,食料と産業,/subtitles/4262.vtt
小学,社会,日本の食料生産①,小５,2,4263,稲作（米作り）①,/subtitles/4263.vtt
小学,社会,日本の食料生産①,小５,3,4264,稲作（米作り）②,/subtitles/4264.vtt
小学,社会,日本の食料生産①,小５,4,4265,畑作 ①,/subtitles/4265.vtt
小学,社会,日本の食料生産①,小５,5,4266,畑作 ②,/subtitles/4266.vtt
小学,社会,日本の食料生産②,小５,1,4267,畜産業,/subtitles/4267.vtt
小学,社会,日本の食料生産②,小５,2,4268,水産業 ①,/subtitles/4268.vtt
小学,社会,日本の食料生産②,小５,3,4269,水産業 ②,/subtitles/4269.vtt
小学,社会,日本の食料生産②,小５,4,4270,食料生産をめぐる課題,/subtitles/4270.vtt
小学,社会,日本の食料生産②,小５,5,4271,これからの食料生産,/subtitles/4271.vtt
小学,社会,日本の工業生産と交通,小５,1,4283,いろいろな工業,/subtitles/4283.vtt
小学,社会,日本の工業生産と交通,小５,2,4284,工業のさかんな地域①工業地帯,/subtitles/4284.vtt
小学,社会,日本の工業生産と交通,小５,3,4285,工業のさかんな地域②工業地域,/subtitles/4285.vtt
小学,社会,日本の工業生産と交通,小５,4,4286,日本最大の中京工業地帯,/subtitles/4286.vtt
小学,社会,日本の工業生産と交通,小５,5,4287,輸送と交通,/subtitles/4287.vtt
小学,社会,日本の工業生産と交通,小５,6,4288,日本の貿易,/subtitles/4288.vtt
小学,社会,日本の工業生産と交通,小５,7,4289,これからの貿易と工業生産,/subtitles/4289.vtt
小学,社会,情報社会とくらし,小５,1,4290,くらしとメディア,/subtitles/4290.vtt
小学,社会,情報社会とくらし,小５,2,4291,インターネットと情報社会,/subtitles/4291.vtt
小学,社会,情報社会とくらし,小５,3,4292,情報社会のこれから,/subtitles/4292.vtt
小学,社会,日本の自然と環境,小５,1,4332,森林と日本の林業,/subtitles/4332.vtt
小学,社会,日本の自然と環境,小５,2,4333,自然災害,/subtitles/4333.vtt
小学,社会,日本の自然と環境,小５,3,4334,公害,/subtitles/4334.vtt
小学,社会,日本の自然と環境,小５,4,4335,自然環境を守る取り組み,/subtitles/4335.vtt
小学,社会,日本国憲法,小６,1,4429,日本国憲法,/subtitles/4429.vtt
小学,社会,日本国憲法,小６,2,4439,国民主権,/subtitles/4439.vtt
小学,社会,日本国憲法,小６,3,4430,基本的人権の尊重,/subtitles/4430.vtt
小学,社会,日本国憲法,小６,4,4431,平和主義,/subtitles/4431.vtt
小学,社会,政治と生活,小６,1,4432,国会,/subtitles/4432.vtt
小学,社会,政治と生活,小６,2,4433,内閣,/subtitles/4433.vtt
小学,社会,政治と生活,小６,3,4434,裁判所,/subtitles/4434.vtt
小学,社会,政治と生活,小６,4,4435,三権分立,/subtitles/4435.vtt
小学,社会,政治と生活,小６,5,4436,地方政治と税,/subtitles/4436.vtt
小学,社会,大昔の日本,小６,1,4385,西暦と世紀,/subtitles/4385.vtt
小学,社会,大昔の日本,小６,2,4328,縄文時代,/subtitles/4328.vtt
小学,社会,大昔の日本,小６,3,4329,弥生時代①,/subtitles/4329.vtt
小学,社会,大昔の日本,小６,4,4330,弥生時代②,/subtitles/4330.vtt
小学,社会,大昔の日本,小６,5,4331,古墳時代,/subtitles/4331.vtt
小学,社会,飛鳥～平安時代,小６,1,4336,聖徳太子,/subtitles/4336.vtt
小学,社会,飛鳥～平安時代,小６,2,4337,大化の改新と国づくり,/subtitles/4337.vtt
小学,社会,飛鳥～平安時代,小６,3,4338,奈良時代の政治,/subtitles/4338.vtt
小学,社会,飛鳥～平安時代,小６,4,4339,奈良時代のくらしと文化,/subtitles/4339.vtt
小学,社会,飛鳥～平安時代,小６,5,4340,平安時代の政治,/subtitles/4340.vtt
小学,社会,飛鳥～平安時代,小６,6,4341,平安時代の文化,/subtitles/4341.vtt
小学,社会,鎌倉・室町時代,小６,1,4367,武士の登場,/subtitles/4367.vtt
小学,社会,鎌倉・室町時代,小６,2,4368,鎌倉幕府と執権政治,/subtitles/4368.vtt
小学,社会,鎌倉・室町時代,小６,3,4369,元との戦い,/subtitles/4369.vtt
小学,社会,鎌倉・室町時代,小６,4,4370,鎌倉幕府の滅亡と室町時代,/subtitles/4370.vtt
小学,社会,鎌倉・室町時代,小６,5,4371,室町時代の文化,/subtitles/4371.vtt
小学,社会,戦国時代,小６,1,4372,織田信長,/subtitles/4372.vtt
小学,社会,戦国時代,小６,2,4373,豊臣秀吉,/subtitles/4373.vtt
小学,社会,戦国時代,小６,3,4374,徳川家康,/subtitles/4374.vtt
小学,社会,江戸時代,小６,1,4391,江戸幕府のしくみ,/subtitles/4391.vtt
小学,社会,江戸時代,小６,2,4392,江戸時代の身分制,/subtitles/4392.vtt
小学,社会,江戸時代,小６,3,4393,江戸時代の外国との交流,/subtitles/4393.vtt
小学,社会,江戸時代,小６,4,4394,江戸時代の農業・商業,/subtitles/4394.vtt
小学,社会,江戸時代,小６,5,4395,江戸時代の文化,/subtitles/4395.vtt
小学,社会,江戸時代,小６,6,4396,江戸時代の学問,/subtitles/4396.vtt
小学,社会,幕末と明治維新,小６,1,4405,江戸幕府のおとろえと開国,/subtitles/4405.vtt
小学,社会,幕末と明治維新,小６,2,4406,不平等条約とは,/subtitles/4406.vtt
小学,社会,幕末と明治維新,小６,3,4407,江戸時代のおわり,/subtitles/4407.vtt
小学,社会,幕末と明治維新,小６,4,4408,明治維新,/subtitles/4408.vtt
小学,社会,幕末と明治維新,小６,5,4409,富国強兵と文明開化,/subtitles/4409.vtt
小学,社会,明治・大正時代,小６,1,4410,西南戦争、自由民権運動,/subtitles/4410.vtt
小学,社会,明治・大正時代,小６,2,4411,不平等条約の改正,/subtitles/4411.vtt
小学,社会,明治・大正時代,小６,3,4412,日清戦争,/subtitles/4412.vtt
小学,社会,明治・大正時代,小６,4,4413,日露戦争,/subtitles/4413.vtt
小学,社会,明治・大正時代,小６,5,4414,第一次世界大戦,/subtitles/4414.vtt
小学,社会,明治・大正時代,小６,6,4415,明治・大正期の産業,/subtitles/4415.vtt
小学,社会,明治・大正時代,小６,7,4416,大正時代の文化と社会運動,/subtitles/4416.vtt
小学,社会,世界大戦～現代,小６,1,4421,日中戦争,/subtitles/4421.vtt
小学,社会,世界大戦～現代,小６,2,4422,第二次世界大戦・太平洋戦争,/subtitles/4422.vtt
小学,社会,世界大戦～現代,小６,3,4423,大戦中の日本と終戦,/subtitles/4423.vtt
小学,社会,世界大戦～現代,小６,4,4424,戦後の復興,/subtitles/4424.vtt
小学,社会,世界大戦～現代,小６,5,4425,国際社会の復帰,/subtitles/4425.vtt
小学,社会,世界大戦～現代,小６,6,4426,高度経済成長とその後の日本,/subtitles/4426.vtt
小学,社会,世界大戦～現代,小６,7,4440,領土をめぐる問題,/subtitles/4440.vtt
小学,社会,国際社会と日本,小６,1,4427,国際連合,/subtitles/4427.vtt
小学,社会,国際社会と日本,小６,2,4428,世界の環境問題,/subtitles/4428.vtt
小学,理科,雲と天気,小５,1,4272,天気の決め方,/subtitles/4272.vtt
小学,理科,雲と天気,小５,2,4273,雲のでき方と種類,/subtitles/4273.vtt
小学,理科,雲と天気,小５,3,4274,雲の動きと天気の変化,/subtitles/4274.vtt
小学,理科,雲と天気,小５,4,4275,数日間の天気の変化,/subtitles/4275.vtt
小学,理科,植物の発芽と成長,小５,1,4250,発芽の条件,/subtitles/4250.vtt
小学,理科,植物の発芽と成長,小５,2,4254,種子,/subtitles/4254.vtt
小学,理科,植物の発芽と成長,小５,3,4255,植物の成長に必要なもの,/subtitles/4255.vtt
小学,理科,魚のたんじょう,小５,1,4251,魚の産卵,/subtitles/4251.vtt
小学,理科,魚のたんじょう,小５,2,4252,たまごの変化,/subtitles/4252.vtt
小学,理科,魚のたんじょう,小５,3,4253,けんび鏡の使い方,/subtitles/4253.vtt
小学,理科,植物の実や種子のでき方,小５,1,4258,花のつくり,/subtitles/4258.vtt
小学,理科,植物の実や種子のでき方,小５,2,4259,花粉の観察（けんび鏡の使い方）,/subtitles/4259.vtt
小学,理科,植物の実や種子のでき方,小５,3,4260,種子のでき方①ヘチマ,/subtitles/4260.vtt
小学,理科,植物の実や種子のでき方,小５,4,4261,種子のでき方②アサガオ,/subtitles/4261.vtt
小学,理科,台風,小５,1,4382,台風のつくり,/subtitles/4382.vtt
小学,理科,台風,小５,2,4383,台風の動き,/subtitles/4383.vtt
小学,理科,台風,小５,3,4384,台風と災害,/subtitles/4384.vtt
小学,理科,流れる水のはたらき,小５,1,4323,水の流れとはたらき,/subtitles/4323.vtt
小学,理科,流れる水のはたらき,小５,2,4324,流れる水の量とはたらき,/subtitles/4324.vtt
小学,理科,流れる水のはたらき,小５,3,4325,川の上流から下流,/subtitles/4325.vtt
小学,理科,流れる水のはたらき,小５,4,4326,川のまっすぐなところ、曲がったところ,/subtitles/4326.vtt
小学,理科,流れる水のはたらき,小５,5,4327,川と災害,/subtitles/4327.vtt
小学,理科,人のたんじょう,小５,1,4256,人の受精卵,/subtitles/4256.vtt
小学,理科,人のたんじょう,小５,2,4257,子宮の中のようす,/subtitles/4257.vtt
小学,理科,もののとけ方,小５,1,4342,水よう液,/subtitles/4342.vtt
小学,理科,もののとけ方,小５,2,4343,水よう液の重さ,/subtitles/4343.vtt
小学,理科,もののとけ方,小５,3,4344,てんびん、メスシリンダーの使い方,/subtitles/4344.vtt
小学,理科,もののとけ方,小５,4,4345,水にとけるものの量,/subtitles/4345.vtt
小学,理科,もののとけ方,小５,5,4346,水にとけたものを取り出す方法,/subtitles/4346.vtt
小学,理科,電磁石,小５,1,4362,電磁石の性質,/subtitles/4362.vtt
小学,理科,電磁石,小５,2,4363,電磁石の強さ,/subtitles/4363.vtt
小学,理科,電磁石,小５,3,4365,電源そうちの使い方,/subtitles/4365.vtt
小学,理科,電磁石,小５,4,4364,電流計の使い方,/subtitles/4364.vtt
小学,理科,電磁石,小５,5,4366,身のまわりの電磁石,/subtitles/4366.vtt
小学,理科,ふりこ,小５,1,4354,ふりこのきまり,/subtitles/4354.vtt
小学,理科,ふりこ,小５,2,4355,ふりこが往復する時間①ふれはば,/subtitles/4355.vtt
小学,理科,ふりこ,小５,3,4356,ふりこが往復する時間②おもりの重さ,/subtitles/4356.vtt
小学,理科,ふりこ,小５,4,4357,ふりこが往復する時間③ふりこの長さ,/subtitles/4357.vtt
小学,理科,ふりこ,小５,5,4358,身のまわりのふりこ,/subtitles/4358.vtt
小学,理科,ものの燃え方,小６,1,4359,ものが燃え続ける条件,/subtitles/4359.vtt
小学,理科,ものの燃え方,小６,2,4360,気体とものの燃え方,/subtitles/4360.vtt
小学,理科,ものの燃え方,小６,3,4361,ものが燃えるときの空気の変化,/subtitles/4361.vtt
小学,理科,動物の体のつくりとはたらき①,小６,1,4276,呼吸,/subtitles/4276.vtt
小学,理科,動物の体のつくりとはたらき①,小６,2,4277,呼吸に関わる体のつくり,/subtitles/4277.vtt
小学,理科,動物の体のつくりとはたらき①,小６,3,4278,消化,/subtitles/4278.vtt
小学,理科,動物の体のつくりとはたらき①,小６,4,4279,消化に関わる体のつくり,/subtitles/4279.vtt
小学,理科,動物の体のつくりとはたらき②,小６,1,4280,血液の流れ,/subtitles/4280.vtt
小学,理科,動物の体のつくりとはたらき②,小６,2,4281,じん臓,/subtitles/4281.vtt
小学,理科,動物の体のつくりとはたらき②,小６,3,4282,人と動物の体のつくり,/subtitles/4282.vtt
小学,理科,植物のつくりとはたらき,小６,1,4347,水の吸収,/subtitles/4347.vtt
小学,理科,植物のつくりとはたらき,小６,2,4348,蒸散,/subtitles/4348.vtt
小学,理科,植物のつくりとはたらき,小６,3,4349,気体のやりとり,/subtitles/4349.vtt
小学,理科,植物のつくりとはたらき,小６,4,4350,葉のでんぷんの調べ方,/subtitles/4350.vtt
小学,理科,植物のつくりとはたらき,小６,5,4441,葉のでんぷんと光合成,/subtitles/4441.vtt
小学,理科,のくらしと環境,小６,1,4351,と食べ物,/subtitles/4351.vtt
小学,理科,のくらしと環境,小６,2,4442,食物れんさ,/subtitles/4442.vtt
小学,理科,のくらしと環境,小６,3,4352,と水・空気,/subtitles/4352.vtt
小学,理科,のくらしと環境,小６,4,4353,人と環境との関わり,/subtitles/4353.vtt
小学,理科,月と太陽,小６,1,4417,月の見え方,/subtitles/4417.vtt
小学,理科,月と太陽,小６,2,4418,月の形の変化,/subtitles/4418.vtt
小学,理科,月と太陽,小６,3,4419,月の形と太陽の位置,/subtitles/4419.vtt
小学,理科,大地のつくりと変化,小６,1,4397,大地のつくりと地層,/subtitles/4397.vtt
小学,理科,大地のつくりと変化,小６,2,4398,水のはたらきと地層のでき方,/subtitles/4398.vtt
小学,理科,大地のつくりと変化,小６,3,4399,火山のはたらきと地層のでき方,/subtitles/4399.vtt
小学,理科,大地のつくりと変化,小６,4,4400,火山と土地の変化,/subtitles/4400.vtt
小学,理科,大地のつくりと変化,小６,5,4401,地震と土地の変化,/subtitles/4401.vtt
小学,理科,てこのはたらき,小６,1,4386,てこのしくみ,/subtitles/4386.vtt
小学,理科,てこのはたらき,小６,2,4387,力点、作用点の位置と必要な力,/subtitles/4387.vtt
小学,理科,てこのはたらき,小６,3,4388,てこのつり合い①支点からのきょりが等しいとき,/subtitles/4388.vtt
小学,理科,てこのはたらき,小６,4,4389,てこのつり合い②支点からのきょりがことなるとき,/subtitles/4389.vtt
小学,理科,てこのはたらき,小６,5,4443,てこのつり合い 問題,/subtitles/4443.vtt
小学,理科,てこのはたらき,小６,6,4390,身のまわりのてこ,/subtitles/4390.vtt
小学,理科,水よう液,小６,1,4375,いろいろな水よう液 半,/subtitles/4375.vtt
小学,理科,水よう液,小６,2,4376,いろいろな水よう液 後半,/subtitles/4376.vtt
小学,理科,水よう液,小６,3,4377,水よう液に溶けているもの,/subtitles/4377.vtt
小学,理科,水よう液,小６,4,4378,酸性・中性・アルカリ性,/subtitles/4378.vtt
小学,理科,水よう液,小６,5,4379,いろいろな水よう液（まとめ）,/subtitles/4379.vtt
小学,理科,水よう液,小６,6,4380,金属をとかす水よう液,/subtitles/4380.vtt
小学,理科,水よう液,小６,7,4381,金属にとけたもの,/subtitles/4381.vtt
小学,理科,電気の利用,小６,1,4402,発電①手回し発電機,/subtitles/4402.vtt
小学,理科,電気の利用,小６,2,4403,発電②光電池,/subtitles/4403.vtt
小学,理科,電気の利用,小６,3,4404,電気の利用,/subtitles/4404.vtt
小学,理科,電気の利用,小６,4,4420,電気の効率的な利用,/subtitles/4420.vtt
小学,漢字(かんじ),１年 すうじ・いち,小１,1,3652,かず,/subtitles/3652.vtt
小学,漢字(かんじ),１年 すうじ・いち,小１,2,3654,いち,/subtitles/3654.vtt
小学,漢字(かんじ),１年 うごき・からだ,小１,1,3656,うごき,/subtitles/3656.vtt
小学,漢字(かんじ),１年 うごき・からだ,小１,2,3655,からだ,/subtitles/3655.vtt
小学,漢字(かんじ),１年 しぜん・ばしょ,小１,1,3657,しぜん,/subtitles/3657.vtt
小学,漢字(かんじ),１年 しぜん・ばしょ,小１,2,3848,ばしょ,/subtitles/3848.vtt
小学,漢字(かんじ),１年 ようび・いろ・もの・そのほか,小１,1,3658,ようび,/subtitles/3658.vtt
小学,漢字(かんじ),１年 ようび・いろ・もの・そのほか,小１,2,3659,いろ・もの,/subtitles/3659.vtt
小学,漢字(かんじ),１年 ようび・いろ・もの・そのほか,小１,3,3660,そのほか,/subtitles/3660.vtt
小学,漢字(かんじ),２年 うごき（はたらき）,小２,1,3662,うごき（はたらき）,/subtitles/3662.vtt
小学,漢字(かんじ),２年 うごき（ことば）,小２,1,3663,うごき（ことば）,/subtitles/3663.vtt
小学,漢字(かんじ),２年 ようす・いろ,小２,1,3664,ようす,/subtitles/3664.vtt
小学,漢字(かんじ),２年 ようす・いろ,小２,2,3672,いろ,/subtitles/3672.vtt
小学,漢字(かんじ),２年 かず・ずけい・ほうがく・いち,小２,1,3665,かず ・ ずけい,/subtitles/3665.vtt
小学,漢字(かんじ),２年 かず・ずけい・ほうがく・いち,小２,2,3666,ほうがく・いち,/subtitles/3666.vtt
小学,漢字(かんじ),２年 しぜん・きせつ,小２,1,3667,しぜん,/subtitles/3667.vtt
小学,漢字(かんじ),２年 しぜん・きせつ,小２,2,3661,きせつ,/subtitles/3661.vtt
小学,漢字(かんじ),２年 いきもの・もの,小２,1,3673,いきもの,/subtitles/3673.vtt
小学,漢字(かんじ),２年 いきもの・もの,小２,2,3668,もの,/subtitles/3668.vtt
小学,漢字(かんじ),２年 ばしょ・かぞく,小２,1,3675,ばしょ,/subtitles/3675.vtt
小学,漢字(かんじ),２年 ばしょ・かぞく,小２,2,3669,かぞく,/subtitles/3669.vtt
小学,漢字(かんじ),２年 学校・じかん,小２,1,3670,学校,/subtitles/3670.vtt
小学,漢字(かんじ),２年 学校・じかん,小２,2,3671,じかん,/subtitles/3671.vtt
小学,漢字(かんじ),３年 うごき（くらし）,小３,1,3694,うごき（くらし）,/subtitles/3694.vtt
小学,漢字(かんじ),３年 うごき（うんどう・そのほか）,小３,1,3695,うごき（うんどう）,/subtitles/3695.vtt
小学,漢字(かんじ),３年 うごき（うんどう・そのほか）,小３,2,3696,うごき（そのほか）,/subtitles/3696.vtt
小学,漢字(かんじ),３年 ようす,小３,1,3697,ようす（３年）,/subtitles/3697.vtt
小学,漢字(かんじ),３年 数・たんい・・いち,小３,1,3698,数・たんい,/subtitles/3698.vtt
小学,漢字(かんじ),３年 数・たんい・・いち,小３,2,3719,・いち,/subtitles/3719.vtt
小学,漢字(かんじ),３年 人・体・いのち,小３,1,3720,人,/subtitles/3720.vtt
小学,漢字(かんじ),３年 人・体・いのち,小３,2,3721,体・いのち,/subtitles/3721.vtt
小学,漢字(かんじ),３年 自ぜん・もの①,小３,1,3722,自ぜん,/subtitles/3722.vtt
小学,漢字(かんじ),３年 自ぜん・もの①,小３,2,3723,もの①（自ぜん）,/subtitles/3723.vtt
小学,漢字(かんじ),３年 場しょ,小３,1,3724,場しょ,/subtitles/3724.vtt
小学,漢字(かんじ),３年 学校・学び,小３,1,3725,学校・学び,/subtitles/3725.vtt
小学,漢字(かんじ),３年 もの②・そのほか,小３,1,3726,もの②,/subtitles/3726.vtt
小学,漢字(かんじ),３年 もの②・そのほか,小３,2,3727,そのほか,/subtitles/3727.vtt
小学,漢字(かんじ),４年 動き（心の動き・体の動き）,小４,1,3828,動き（心の動き）,/subtitles/3828.vtt
小学,漢字(かんじ),４年 動き（心の動き・体の動き）,小４,2,3829,動き（体の動き）,/subtitles/3829.vtt
小学,漢字(かんじ),４年 動き（物の動き・その他）,小４,1,3831,動き（物の動き）,/subtitles/3831.vtt
小学,漢字(かんじ),４年 動き（物の動き・その他）,小４,2,3792,動き（その他）,/subtitles/3792.vtt
小学,漢字(かんじ),４年 様子,小４,1,3795,様子（4年）,/subtitles/3795.vtt
小学,漢字(かんじ),４年 社会と人,小４,1,3794,社会と人,/subtitles/3794.vtt
小学,漢字(かんじ),４年 体・自ぜん・もの①・場所,小４,1,3790,体,/subtitles/3790.vtt
小学,漢字(かんじ),４年 体・自ぜん・もの①・場所,小４,2,3789,自ぜん・もの①,/subtitles/3789.vtt
小学,漢字(かんじ),４年 体・自ぜん・もの①・場所,小４,3,3791,場所,/subtitles/3791.vtt
小学,漢字(かんじ),４年 数・・学校・学び,小４,1,3793,数や,/subtitles/3793.vtt
小学,漢字(かんじ),４年 数・・学校・学び,小４,2,3863,学校・学び,/subtitles/3863.vtt
小学,漢字(かんじ),４年 もの②・その他,小４,1,3832,もの②,/subtitles/3832.vtt
小学,漢字(かんじ),４年 もの②・その他,小４,2,3833,その他,/subtitles/3833.vtt
小学,漢字(かんじ),４年 都道府県,小４,1,3834,都道府県,/subtitles/3834.vtt
小学,漢字(かんじ),５年 動き（人の動き）,小５,1,3823,動き（人の動き）,/subtitles/3823.vtt
小学,漢字(かんじ),５年 動き（移動・その他）,小５,1,3824,動き（移動）,/subtitles/3824.vtt
小学,漢字(かんじ),５年 動き（移動・その他）,小５,2,3825,動き（その他）,/subtitles/3825.vtt
小学,漢字(かんじ),５年 様子,小５,1,3826,様子,/subtitles/3826.vtt
小学,漢字(かんじ),５年 体・人,小５,1,3827,体・人,/subtitles/3827.vtt
小学,漢字(かんじ),５年 社会としくみ,小５,1,3830,社会としくみ,/subtitles/3830.vtt
小学,漢字(かんじ),５年 お金・仕事,小５,1,3835,お金,/subtitles/3835.vtt
小学,漢字(かんじ),５年 お金・仕事,小５,2,3836,仕事,/subtitles/3836.vtt
小学,漢字(かんじ),５年 もの①（自然）・もの②,小５,1,3837,もの①（自然）,/subtitles/3837.vtt
小学,漢字(かんじ),５年 もの①（自然）・もの②,小５,2,3838,もの②,/subtitles/3838.vtt
小学,漢字(かんじ),５年 数と・学校・学び,小５,1,3895,数と,/subtitles/3895.vtt
小学,漢字(かんじ),５年 数と・学校・学び,小５,2,3896,学校・学び,/subtitles/3896.vtt
小学,漢字(かんじ),５年 その他,小５,1,3897,その他,/subtitles/3897.vtt
小学,漢字(かんじ),６年 動き（人の動き）,小６,1,3840,動き（人の動き）,/subtitles/3840.vtt
小学,漢字(かんじ),６年 動き（その他）・様子,小６,1,3841,動き（その他）,/subtitles/3841.vtt
小学,漢字(かんじ),６年 動き（その他）・様子,小６,2,3887,様子,/subtitles/3887.vtt
小学,漢字(かんじ),６年 気持ち,小６,1,3898,気持ち,/subtitles/3898.vtt
小学,漢字(かんじ),６年 体・人と仕事,小６,1,3899,体,/subtitles/3899.vtt
小学,漢字(かんじ),６年 体・人と仕事,小６,2,3900,人と仕事,/subtitles/3900.vtt
小学,漢字(かんじ),６年 自然,小６,1,3901,自然,/subtitles/3901.vtt
小学,漢字(かんじ),６年 場所・もの,小６,1,3902,場所,/subtitles/3902.vtt
小学,漢字(かんじ),６年 場所・もの,小６,2,3903,もの,/subtitles/3903.vtt
小学,漢字(かんじ),６年 数・単位・・言葉・芸術,小６,1,3904,数・単位・,/subtitles/3904.vtt
小学,漢字(かんじ),６年 数・単位・・言葉・芸術,小６,2,3905,言葉・芸術,/subtitles/3905.vtt
小学,漢字(かんじ),６年 社会・その他,小６,1,3906,社会,/subtitles/3906.vtt
小学,漢字(かんじ),６年 社会・その他,小６,2,3907,その他,/subtitles/3907.vtt
中学,数学,正負の数,中１,1,1685,正の数と負の数,/subtitles/1685.vtt
中学,数学,正負の数,中１,2,1686,符号を使って表す,/subtitles/1686.vtt
中学,数学,正負の数,中１,3,1687,符号の意味を考える,/subtitles/1687.vtt
中学,数学,正負の数,中１,4,1688,数直線と正負の数,/subtitles/1688.vtt
中学,数学,正負の数,中１,5,1689,絶対値と数の大小,/subtitles/1689.vtt
中学,数学,正負の数,中１,6,1691,絶対値の問題,/subtitles/1691.vtt
中学,数学,正負の数,中１,7,1690,正負の数の大小,/subtitles/1690.vtt
中学,数学,加法と減法,中１,1,1692,同符号どうしの足し算,/subtitles/1692.vtt
中学,数学,加法と減法,中１,2,1693,同符号どうしの足し算 問題,/subtitles/1693.vtt
中学,数学,加法と減法,中１,3,1694,異符号どうしの足し算,/subtitles/1694.vtt
中学,数学,加法と減法,中１,4,1695,異符号どうしの足し算 問題,/subtitles/1695.vtt
中学,数学,加法と減法,中１,5,4561,加法の交換法則、結合法則,/subtitles/4561.vtt
中学,数学,加法と減法,中１,6,1696,正負の数の引き算,/subtitles/1696.vtt
中学,数学,加法と減法,中１,7,1697,正負の数の引き算 問題,/subtitles/1697.vtt
中学,数学,加法と減法,中１,8,1698,足し算と引き算の混じった計算,/subtitles/1698.vtt
中学,数学,加法と減法,中１,9,1699,足し算と引き算の混じった続,/subtitles/1699.vtt
中学,数学,乗法と除法,中１,1,1762,正負のかけ算,/subtitles/1762.vtt
中学,数学,乗法と除法,中１,2,1763,正負のかけ算 問題,/subtitles/1763.vtt
